0	1.7411	0.0000	0.0000	0.6450	0.1102	0.7657	0.0412	0.1101	0.6422	0.1123	0.9386	0.0402	0.1123
1	1.0948	0.0000	0.0000	0.4968	0.0232	0.3509	0.0247	0.0250	0.5099	0.0287	0.3144	0.0230	0.0276
2	0.8216	0.0000	0.0000	0.4604	0.0199	0.1253	0.0362	0.0196	0.4556	0.0164	0.0982	0.0359	0.0232
3	0.6886	0.0000	0.0000	0.3788	0.0269	0.1755	0.0280	0.0285	0.3871	0.0198	0.1909	0.0272	0.0239
4	0.6140	0.0000	0.0000	0.3626	0.0193	0.0758	0.0206	0.0200	0.3641	0.0202	0.0433	0.0195	0.0183
5	0.5605	0.0000	0.0000	0.4396	0.1564	0.2573	0.0588	0.1528	0.4465	0.1588	0.2462	0.0574	0.1588
6	0.5137	0.0000	0.0000	0.3494	0.0260	0.1952	0.0315	0.0267	0.3563	0.0289	0.0585	0.0319	0.0297
7	0.4611	0.0000	0.0000	0.3406	0.0266	0.1837	0.0300	0.0276	0.3503	0.0305	0.1906	0.0290	0.0301
8	0.4347	0.0000	0.0000	0.3198	0.0222	0.1839	0.0303	0.0173	0.3269	0.0159	0.4851	0.0303	0.0169
9	0.4090	0.0000	0.0000	0.2960	0.0383	0.0767	0.0226	0.0398	0.3168	0.0227	0.0575	0.0236	0.0256
10	0.3914	0.0000	0.0000	0.3318	0.0425	0.1557	0.0354	0.0420	0.3341	0.0425	0.0797	0.0354	0.0428
11	0.3810	0.0000	0.0000	0.4004	0.0762	0.3081	0.0497	0.0767	0.4064	0.0798	0.1835	0.0493	0.0798
12	0.3695	0.0000	0.0000	0.3874	0.1023	0.8095	0.0493	0.1018	0.3862	0.0989	0.1841	0.0474	0.0989
13	0.3605	0.0000	0.0000	0.3712	0.0463	0.1830	0.0382	0.0461	0.3762	0.0495	0.0730	0.0386	0.0499
14	0.3565	0.0000	0.0000	0.2322	0.0477	0.0994	0.0266	0.0465	0.2414	0.0380	0.0682	0.0253	0.0379
15	0.3450	0.0000	0.0000	0.2572	0.0451	0.2138	0.0258	0.0433	0.2599	0.0442	0.0802	0.0242	0.0442
16	0.3336	0.0000	0.0000	0.3068	0.0370	0.1799	0.0339	0.0401	0.3128	0.0387	0.3179	0.0323	0.0381
17	0.3346	0.0000	0.0000	0.2756	0.0218	0.1594	0.0244	0.0263	0.2797	0.0188	0.0385	0.0234	0.0186
18	0.3304	0.0000	0.0000	0.2902	0.0164	0.1976	0.0307	0.0176	0.2957	0.0124	0.0326	0.0295	0.0147
19	0.3188	0.0000	0.0000	0.2606	0.0192	0.1852	0.0273	0.0189	0.2601	0.0221	0.0713	0.0257	0.0207
20	0.3159	0.0000	0.0000	0.3618	0.0790	0.1789	0.0465	0.0803	0.3692	0.0811	0.3193	0.0465	0.0811
21	0.3123	0.0000	0.0000	0.2470	0.0317	0.0973	0.0220	0.0283	0.2425	0.0286	0.1056	0.0207	0.0274
22	0.3136	0.0000	0.0000	0.2432	0.0223	0.1830	0.0246	0.0220	0.2418	0.0226	0.1832	0.0232	0.0227
23	0.3062	0.0000	0.0000	0.3198	0.0682	0.1470	0.0399	0.0684	0.3236	0.0715	0.1958	0.0390	0.0706
24	0.3028	0.0000	0.0000	0.2790	0.0268	0.1937	0.0274	0.0251	0.2795	0.0229	0.0591	0.0282	0.0218
25	0.3036	0.0000	0.0000	0.2752	0.0180	0.0731	0.0273	0.0145	0.2711	0.0162	0.1454	0.0268	0.0152
26	0.2969	0.0000	0.0000	0.2410	0.0436	0.1851	0.0300	0.0434	0.2574	0.0313	0.0489	0.0316	0.0309
27	0.2940	0.0000	0.0000	0.2424	0.0257	0.1978	0.0219	0.0253	0.2454	0.0162	0.3123	0.0218	0.0175
28	0.2939	0.0000	0.0000	0.2074	0.0364	0.1477	0.0178	0.0357	0.2073	0.0355	0.0688	0.0156	0.0355
29	0.2907	0.0000	0.0000	0.2470	0.0181	0.1817	0.0247	0.0211	0.2542	0.0122	0.0436	0.0243	0.0116
30	0.2853	0.0000	0.0000	0.2780	0.0260	0.0733	0.0305	0.0303	0.2754	0.0222	0.1839	0.0297	0.0209
31	0.2831	0.0000	0.0000	0.3234	0.0714	0.1379	0.0408	0.0707	0.3276	0.0750	0.1988	0.0412	0.0746
32	0.2822	0.0000	0.0000	0.2618	0.0171	0.8065	0.0303	0.0179	0.2663	0.0169	0.0788	0.0303	0.0159
33	0.2795	0.0000	0.0000	0.2454	0.0077	0.0219	0.0283	0.0116	0.2513	0.0107	0.1773	0.0284	0.0126
34	0.2818	0.0000	0.0000	0.2342	0.0235	0.3186	0.0219	0.0251	0.2388	0.0190	0.1935	0.0194	0.0187
35	0.2787	0.0000	0.0000	0.2560	0.0246	0.3067	0.0258	0.0242	0.2641	0.0165	0.1341	0.0262	0.0170
36	0.2760	0.0000	0.0000	0.2944	0.0352	0.1147	0.0360	0.0334	0.2897	0.0306	0.1865	0.0352	0.0300
37	0.2763	0.0000	0.0000	0.3026	0.0686	0.1258	0.0396	0.0686	0.3101	0.0766	0.1956	0.0418	0.0758
38	0.2713	0.0000	0.0000	0.2382	0.0338	0.2180	0.0305	0.0333	0.2421	0.0310	0.0708	0.0294	0.0290
39	0.2712	0.0000	0.0000	0.2698	0.0253	0.1921	0.0343	0.0250	0.2762	0.0192	0.0775	0.0334	0.0199
40	0.2682	0.0000	0.0000	0.2100	0.0205	0.8127	0.0179	0.0198	0.2060	0.0234	0.0623	0.0153	0.0225
41	0.2713	0.0000	0.0000	0.2572	0.0184	0.1855	0.0274	0.0197	0.2528	0.0142	0.0470	0.0261	0.0137
42	0.2720	0.0000	0.0000	0.3544	0.0595	0.1858	0.0396	0.0595	0.3499	0.0563	0.0923	0.0398	0.0562
43	0.2689	0.0000	0.0000	0.2052	0.0523	0.1500	0.0200	0.0521	0.2083	0.0511	0.0935	0.0199	0.0511
44	0.2647	0.0000	0.0000	0.2452	0.0215	0.1579	0.0280	0.0175	0.2452	0.0159	0.1898	0.0265	0.0176
45	0.2656	0.0000	0.0000	0.2810	0.0231	0.4046	0.0371	0.0243	0.2766	0.0126	0.1879	0.0353	0.0134
46	0.2646	0.0000	0.0000	0.2254	0.0309	0.1936	0.0186	0.0285	0.2301	0.0128	0.1808	0.0183	0.0132
47	0.2633	0.0000	0.0000	0.2632	0.0185	0.1929	0.0334	0.0167	0.2689	0.0127	0.1427	0.0339	0.0131
48	0.2604	0.0000	0.0000	0.2188	0.0330	0.0733	0.0200	0.0342	0.2214	0.0262	0.1864	0.0203	0.0273
49	0.2588	0.0000	0.0000	0.2450	0.0177	0.1984	0.0298	0.0160	0.2460	0.0146	0.1794	0.0285	0.0148
50	0.2654	0.0000	0.0000	0.2582	0.0154	0.1980	0.0320	0.0188	0.2679	0.0138	0.8052	0.0326	0.0151
51	0.2592	0.0000	0.0000	0.2886	0.0537	0.1316	0.0342	0.0527	0.2826	0.0475	0.1824	0.0326	0.0473
52	0.2585	0.0000	0.0000	0.2894	0.0293	0.0912	0.0355	0.0286	0.2910	0.0350	0.1917	0.0352	0.0333
53	0.2615	0.0000	0.0000	0.2644	0.0241	0.1868	0.0276	0.0239	0.2768	0.0134	0.1436	0.0284	0.0123
54	0.2590	0.0000	0.0000	0.2374	0.0272	0.1947	0.0256	0.0255	0.2421	0.0227	0.3729	0.0262	0.0226
55	0.2576	0.0000	0.0000	0.2388	0.0148	0.1901	0.0229	0.0148	0.2458	0.0117	0.1951	0.0228	0.0112
56	0.2562	0.0000	0.0000	0.2312	0.0177	0.1839	0.0234	0.0196	0.2332	0.0139	0.1773	0.0228	0.0146
57	0.2566	0.0000	0.0000	0.2182	0.0468	0.1847	0.0193	0.0423	0.2148	0.0460	0.1000	0.0178	0.0455
58	0.2544	0.0000	0.0000	0.2264	0.0133	0.1867	0.0264	0.0132	0.2407	0.0105	0.1987	0.0280	0.0120
59	0.2545	0.0000	0.0000	0.2246	0.0400	0.1964	0.0258	0.0404	0.2205	0.0418	0.1819	0.0240	0.0416
60	0.2488	0.0000	0.0000	0.2316	0.0168	0.1741	0.0255	0.0177	0.2350	0.0170	0.1985	0.0253	0.0152
61	0.2493	0.0000	0.0000	0.2212	0.0417	0.3141	0.0255	0.0428	0.2170	0.0442	0.1857	0.0245	0.0430
62	0.2507	0.0000	0.0000	0.1752	0.0395	0.1391	0.0137	0.0392	0.1853	0.0344	0.1882	0.0142	0.0327
63	0.2570	0.0000	0.0000	0.2874	0.0452	0.1844	0.0398	0.0436	0.2853	0.0414	0.0816	0.0379	0.0414
64	0.2484	0.0000	0.0000	0.2492	0.0151	0.0743	0.0294	0.0154	0.2615	0.0077	0.8170	0.0299	0.0103
65	0.2476	0.0000	0.0000	0.3050	0.0801	0.1121	0.0373	0.0798	0.3072	0.0772	0.1893	0.0368	0.0772
66	0.2493	0.0000	0.0000	0.1950	0.0307	0.3116	0.0174	0.0290	0.2048	0.0252	0.1858	0.0181	0.0258
67	0.2472	0.0000	0.0000	0.2356	0.0200	0.3109	0.0249	0.0213	0.2372	0.0190	0.0750	0.0256	0.0187
68	0.2459	0.0000	0.0000	0.2372	0.0127	0.8115	0.0320	0.0148	0.2440	0.0087	0.1995	0.0318	0.0087
