0	1.2989	0.0000	0.0000	0.5696	0.1464	0.2369	0.0501	0.1463	0.5690	0.1438	0.2286	0.0501	0.1437
1	0.7813	0.0000	0.0000	0.5382	0.1853	0.3399	0.0668	0.1853	0.5598	0.2069	0.3167	0.0683	0.2069
2	0.6022	0.0000	0.0000	0.3252	0.0529	0.3161	0.0241	0.0517	0.3337	0.0387	0.1870	0.0223	0.0407
3	0.5073	0.0000	0.0000	0.3560	0.0462	0.0671	0.0333	0.0460	0.3573	0.0496	0.0865	0.0309	0.0516
4	0.4351	0.0000	0.0000	0.3194	0.0636	0.1821	0.0391	0.0615	0.3171	0.0516	0.1704	0.0369	0.0515
5	0.3789	0.0000	0.0000	0.2778	0.0133	0.1789	0.0259	0.0164	0.2853	0.0125	0.0773	0.0263	0.0114
6	0.3457	0.0000	0.0000	0.2954	0.0288	0.1438	0.0315	0.0292	0.3093	0.0414	0.1957	0.0327	0.0414
7	0.3240	0.0000	0.0000	0.2492	0.0233	0.0861	0.0216	0.0230	0.2523	0.0210	0.0590	0.0212	0.0226
8	0.3083	0.0000	0.0000	0.2256	0.0453	0.1839	0.0205	0.0449	0.2279	0.0426	0.1967	0.0198	0.0426
9	0.2921	0.0000	0.0000	0.2900	0.0156	0.2136	0.0288	0.0196	0.2903	0.0142	0.0355	0.0285	0.0133
10	0.2837	0.0000	0.0000	0.2942	0.0190	0.0806	0.0328	0.0210	0.2976	0.0195	0.0656	0.0330	0.0190
11	0.2727	0.0000	0.0000	0.1874	0.0572	0.0988	0.0187	0.0573	0.2008	0.0453	0.4113	0.0190	0.0448
12	0.2682	0.0000	0.0000	0.2690	0.0462	0.1968	0.0334	0.0460	0.2725	0.0489	0.1832	0.0323	0.0478
13	0.2642	0.0000	0.0000	0.2272	0.0271	0.8292	0.0246	0.0252	0.2317	0.0227	0.2100	0.0238	0.0200
14	0.2526	0.0000	0.0000	0.3264	0.0554	0.1610	0.0408	0.0551	0.3165	0.0500	0.0988	0.0392	0.0486
15	0.2501	0.0000	0.0000	0.2206	0.0172	0.0480	0.0228	0.0146	0.2199	0.0162	0.8077	0.0199	0.0132
16	0.2546	0.0000	0.0000	0.2324	0.0141	0.1897	0.0269	0.0169	0.2268	0.0086	0.0424	0.0253	0.0077
17	0.2453	0.0000	0.0000	0.3028	0.0561	0.1291	0.0372	0.0556	0.3086	0.0627	0.1977	0.0361	0.0628
18	0.2403	0.0000	0.0000	0.2148	0.0101	0.1906	0.0245	0.0126	0.2176	0.0142	0.1809	0.0232	0.0166
19	0.2421	0.0000	0.0000	0.2918	0.0282	0.1045	0.0338	0.0291	0.2986	0.0382	0.0920	0.0345	0.0371
20	0.2402	0.0000	0.0000	0.2278	0.0249	0.1974	0.0318	0.0256	0.2367	0.0236	0.1732	0.0326	0.0233
21	0.2377	0.0000	0.0000	0.2240	0.0186	0.1846	0.0263	0.0181	0.2278	0.0080	0.1794	0.0272	0.0075
22	0.2378	0.0000	0.0000	0.2290	0.0197	0.1921	0.0307	0.0198	0.2333	0.0102	0.0641	0.0307	0.0126
23	0.2321	0.0000	0.0000	0.1820	0.0491	0.1955	0.0194	0.0491	0.1823	0.0463	0.1821	0.0195	0.0463
24	0.2315	0.0000	0.0000	0.2192	0.0244	0.1997	0.0271	0.0227	0.2227	0.0176	0.4902	0.0271	0.0153
25	0.2272	0.0000	0.0000	0.2058	0.0096	0.8041	0.0206	0.0081	0.2150	0.0140	0.3169	0.0201	0.0161
26	0.2240	0.0000	0.0000	0.1782	0.0255	0.1789	0.0178	0.0241	0.1870	0.0191	0.1857	0.0178	0.0191
27	0.2269	0.0000	0.0000	0.2176	0.0244	0.1047	0.0267	0.0216	0.2188	0.0166	0.1866	0.0255	0.0172
28	0.2236	0.0000	0.0000	0.2192	0.0135	0.1959	0.0231	0.0118	0.2147	0.0108	0.1458	0.0230	0.0117
29	0.2217	0.0000	0.0000	0.2030	0.0108	0.0586	0.0209	0.0088	0.1991	0.0090	0.1993	0.0203	0.0091
30	0.2203	0.0000	0.0000	0.2158	0.0183	0.1928	0.0223	0.0174	0.2260	0.0111	0.1910	0.0216	0.0119
31	0.2183	0.0000	0.0000	0.1912	0.0500	0.1934	0.0216	0.0489	0.1996	0.0375	0.1861	0.0197	0.0370
32	0.2218	0.0000	0.0000	0.3290	0.1138	0.1954	0.0482	0.1138	0.3305	0.1144	0.1826	0.0469	0.1138
33	0.2203	0.0000	0.0000	0.2072	0.0218	0.0633	0.0249	0.0215	0.2136	0.0252	0.1774	0.0253	0.0242
34	0.2149	0.0000	0.0000	0.1862	0.0434	0.1975	0.0221	0.0445	0.1852	0.0416	0.1788	0.0217	0.0396
35	0.2148	0.0000	0.0000	0.2162	0.0195	0.3120	0.0256	0.0193	0.2275	0.0190	0.1876	0.0239	0.0181
36	0.2136	0.0000	0.0000	0.1890	0.0125	0.2081	0.0182	0.0110	0.1865	0.0118	0.3086	0.0164	0.0144
37	0.2177	0.0000	0.0000	0.2108	0.0244	0.1788	0.0216	0.0243	0.2073	0.0283	0.3087	0.0199	0.0282
38	0.2171	0.0000	0.0000	0.2204	0.0159	0.0697	0.0236	0.0180	0.2303	0.0123	0.1983	0.0243	0.0108
39	0.2119	0.0000	0.0000	0.1900	0.0281	0.1748	0.0229	0.0280	0.1964	0.0221	0.3108	0.0234	0.0218
40	0.2134	0.0000	0.0000	0.2334	0.0139	0.1842	0.0303	0.0172	0.2308	0.0112	0.1997	0.0294	0.0107
41	0.2112	0.0000	0.0000	0.2406	0.0185	0.1765	0.0270	0.0195	0.2469	0.0265	0.3014	0.0277	0.0251
42	0.2154	0.0000	0.0000	0.2028	0.0143	0.1872	0.0223	0.0167	0.2035	0.0151	0.0630	0.0220	0.0157
43	0.2100	0.0000	0.0000	0.1958	0.0221	0.1901	0.0167	0.0251	0.1992	0.0194	0.1934	0.0155	0.0178
